"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010958","GO:0010958","regulation of amino acid import across plasma membrane","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"TNF",1
"GO:0016045","GO:0016045","detection of bacterium","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"HLA-B",1
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"C1QC",1
"GO:0032604","GO:0032604","granulocyte macrophage colony-stimulating factor production","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"IL1B",1
"GO:0032645","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"IL1B",1
"GO:0036151","GO:0036151","phosphatidylcholine acyl-chain remodeling","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"DBI",1
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"LILRB4",1
"GO:0043518","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"CD44",1
"GO:0046321","GO:0046321","positive regulation of fatty acid oxidation","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"NR4A3",1
"GO:0050746","GO:0050746","regulation of lipoprotein metabolic process","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"DBI",1
"GO:0060100","GO:0060100","positive regulation of phagocytosis, engulfment","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"C3",1
"GO:0071801","GO:0071801","regulation of podosome assembly","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"TNF",1
"GO:0072683","GO:0072683","T cell extravasation","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"CCL2",1
"GO:0097396","GO:0097396","response to interleukin-17","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"IL1B",1
"GO:0097398","GO:0097398","cellular response to interleukin-17","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"IL1B",1
"GO:0110096","GO:0110096","cellular response to aldehyde","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"SGK1",1
"GO:1900153","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"ZFP36L1",1
"GO:1901032","GO:1901032","negative regulation of response to reactive oxygen species","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"NR4A3",1
"GO:1901163","GO:1901163","regulation of trophoblast cell migration","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"TIMP1",1
"GO:1902166","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"CD44",1
"GO:1903206","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"NR4A3",1
"GO:1903428","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"SOD2",1
"GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"TNF",1
"GO:1905155","GO:1905155","positive regulation of membrane invagination","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"C3",1
"GO:2000402","GO:2000402","negative regulation of lymphocyte migration","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"CCL2",1
"GO:2001140","GO:2001140","positive regulation of phospholipid transport","1/107","13/12100",0.109103959186438,0.272180118472833,0.209608318233593,"DBI",1
"GO:0014896","GO:0014896","muscle hypertrophy","2/107","64/12100",0.109818231126959,0.272737985193445,0.210037936332675,"NR4A3/LMNA",2
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway","2/107","64/12100",0.109818231126959,0.272737985193445,0.210037936332675,"CD14/BIRC3",2
"GO:0098869","GO:0098869","cellular oxidant detoxification","2/107","64/12100",0.109818231126959,0.272737985193445,0.210037936332675,"SOD2/S100A9",2
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","3/107","131/12100",0.109855733772728,0.272737985193445,0.210037936332675,"ISG15/OAS1/ADAM17",3
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","3/107","131/12100",0.109855733772728,0.272737985193445,0.210037936332675,"FCGR3A/HLA-DPB1/IL1B",3
"GO:0001894","GO:0001894","tissue homeostasis","4/107","207/12100",0.111130665215404,0.275373682904197,0.212067710467621,"IGKC/SPP1/LIPA/OAS1",4
"GO:0050890","GO:0050890","cognition","4/107","207/12100",0.111130665215404,0.275373682904197,0.212067710467621,"EGR2/LGMN/SGK1/TNF",4
"GO:0034284","GO:0034284","response to monosaccharide","3/107","132/12100",0.11172424706547,0.276579104432449,0.21299601625541,"SOD2/UCP2/TNF",3
"GO:0040008","GO:0040008","regulation of growth","7/107","459/12100",0.111914818478311,0.276785499340038,0.213154962800494,"SPP1/LGMN/SGK1/BST2/S100A9/S100A8/ADAM17",7
"GO:0002027","GO:0002027","regulation of heart rate","2/107","65/12100",0.112677248528564,0.277872641547996,0.213992180636865,"CALM3/TNF",2
"GO:0006576","GO:0006576","cellular biogenic amine metabolic process","2/107","65/12100",0.112677248528564,0.277872641547996,0.213992180636865,"SAT1/NR4A2",2
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","2/107","65/12100",0.112677248528564,0.277872641547996,0.213992180636865,"HLA-B/FCGR3A",2
"GO:0005975","GO:0005975","carbohydrate metabolic process","7/107","460/12100",0.112857048155967,0.278050475514032,0.214129132148072,"PLEK/ATF3/GAA/OAS1/NFKB1/TNF/PKM",7
"GO:1990845","GO:1990845","adaptive thermogenesis","3/107","134/12100",0.115497912170716,0.279848498559898,0.215513805609542,"KDM6B/UCP2/ADAM17",3
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","4/107","210/12100",0.11550559850207,0.279848498559898,0.215513805609542,"NFKB1/ZFP36L1/IL1B/TNF",4
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","2/107","66/12100",0.115555604682587,0.279848498559898,0.215513805609542,"NR4A3/IL1B",2
"GO:0030901","GO:0030901","midbrain development","2/107","66/12100",0.115555604682587,0.279848498559898,0.215513805609542,"NR4A2/CALM3",2
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","2/107","66/12100",0.115555604682587,0.279848498559898,0.215513805609542,"ADAM17/TNF",2
"GO:0001787","GO:0001787","natural killer cell proliferation","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"FCGR3A",1
"GO:0001991","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"CTSZ",1
"GO:0002467","GO:0002467","germinal center formation","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"ADAM17",1
"GO:0002730","GO:0002730","regulation of dendritic cell cytokine production","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"BST2",1
"GO:0003198","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"ENG",1
"GO:0006596","GO:0006596","polyamine biosynthetic process","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"SAT1",1
"GO:0006706","GO:0006706","steroid catabolic process","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"SPP1",1
"GO:0006735","GO:0006735","NADH regeneration","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"PKM",1
"GO:0009251","GO:0009251","glucan catabolic process","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"GAA",1
"GO:0010819","GO:0010819","regulation of T cell chemotaxis","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"ADAM17",1
"GO:0032310","GO:0032310","prostaglandin secretion","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"IL1B",1
"GO:0032897","GO:0032897","negative regulation of viral transcription","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"IFITM3",1
"GO:0035729","GO:0035729","cellular response to hepatocyte growth factor stimulus","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"LGMN",1
"GO:0035902","GO:0035902","response to immobilization stress","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"SOD2",1
"GO:0042402","GO:0042402","cellular biogenic amine catabolic process","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"SAT1",1
"GO:0043129","GO:0043129","surfactant homeostasis","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"OAS1",1
"GO:0043576","GO:0043576","regulation of respiratory gaseous exchange","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"NR4A2",1
"GO:0046007","GO:0046007","negative regulation of activated T cell proliferation","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"LILRB4",1
"GO:0060546","GO:0060546","negative regulation of necroptotic process","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"BIRC3",1
"GO:0061450","GO:0061450","trophoblast cell migration","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"TIMP1",1
"GO:0061621","GO:0061621","canonical glycolysis","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"PKM",1
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"PKM",1
"GO:1900424","GO:1900424","regulation of defense response to bacterium","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"GRN",1
"GO:1903799","GO:1903799","negative regulation of miRNA maturation","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"TNF",1
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"LGMN",1
"GO:2001138","GO:2001138","regulation of phospholipid transport","1/107","14/12100",0.116990604041824,0.279848498559898,0.215513805609542,"DBI",1
"GO:0016049","GO:0016049","cell growth","6/107","377/12100",0.117055142697401,0.279848498559898,0.215513805609542,"SPP1/SGK1/BST2/S100A9/S100A8/ADAM17",6
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","3/107","135/12100",0.117402783745889,0.280419970057248,0.215953900867602,"CTSZ/ENG/TNF",3
"GO:0035195","GO:0035195","miRNA-mediated gene silencing","2/107","67/12100",0.118452742403977,0.282431604402999,0.217503078281734,"NEAT1/TNF",2
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","4/107","212/12100",0.118464146230107,0.282431604402999,0.217503078281734,"NR4A2/ATF3/KLF10/UCP2",4
"GO:0006913","GO:0006913","nucleocytoplasmic transport","5/107","294/12100",0.119207600801023,0.282431604402999,0.217503078281734,"EGR2/IFI27/LMNA/MX2/IL1B",5
"GO:0051169","GO:0051169","nuclear transport","5/107","294/12100",0.119207600801023,0.282431604402999,0.217503078281734,"EGR2/IFI27/LMNA/MX2/IL1B",5
"GO:0034762","GO:0034762","regulation of transmembrane transport","6/107","379/12100",0.11921785392894,0.282431604402999,0.217503078281734,"NR4A3/CCL2/CALM3/C3/IL1B/TNF",6
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","3/107","136/12100",0.119319493847515,0.282431604402999,0.217503078281734,"FCGR3A/ZFP36L1/TNF",3
"GO:0006816","GO:0006816","calcium ion transport","5/107","295/12100",0.120457352574345,0.282431604402999,0.217503078281734,"CCL3/CCL4/CCL2/CALM3/CD4",5
"GO:0002228","GO:0002228","natural killer cell mediated immunity","2/107","68/12100",0.121368112680703,0.282431604402999,0.217503078281734,"HLA-B/FCGR3A",2
"GO:0015718","GO:0015718","monocarboxylic acid transport","2/107","68/12100",0.121368112680703,0.282431604402999,0.217503078281734,"IL1B/TNF",2
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","2/107","68/12100",0.121368112680703,0.282431604402999,0.217503078281734,"CD83/LILRB4",2
"GO:0140029","GO:0140029","exocytic process","2/107","68/12100",0.121368112680703,0.282431604402999,0.217503078281734,"PLEK/STX11",2
"GO:0060485","GO:0060485","mesenchyme development","4/107","214/12100",0.121455717594912,0.282431604402999,0.217503078281734,"ZFP36L1/ENG/IL1B/S100A4",4
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","2/107","69/12100",0.124301174575047,0.282431604402999,0.217503078281734,"CD83/LILRB4",2
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","2/107","69/12100",0.124301174575047,0.282431604402999,0.217503078281734,"IL1B/TNF",2
"GO:0000272","GO:0000272","polysaccharide catabolic process","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"GAA",1
"GO:0002371","GO:0002371","dendritic cell cytokine production","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"BST2",1
"GO:0002923","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0009310","GO:0009310","amine catabolic process","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"SAT1",1
"GO:0010801","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CALM3",1
"GO:0010881","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CALM3",1
"GO:0014072","GO:0014072","response to isoquinoline alkaloid","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"FOSB",1
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"HLA-B",1
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"STX11",1
"GO:0031643","GO:0031643","positive regulation of myelination","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"EGR2",1
"GO:0031645","GO:0031645","negative regulation of nervous system process","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"IL1B",1
"GO:0032891","GO:0032891","negative regulation of organic acid transport","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0033623","GO:0033623","regulation of integrin activation","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"PLEK",1
"GO:0034112","GO:0034112","positive regulation of homotypic cell-cell adhesion","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"PLAUR",1
"GO:0035234","GO:0035234","ectopic germ cell programmed cell death","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"IL1B",1
"GO:0035640","GO:0035640","exploration behavior","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"ABL2",1
"GO:0043278","GO:0043278","response to morphine","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"FOSB",1
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"GAA",1
"GO:0044321","GO:0044321","response to leptin","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"NR4A3",1
"GO:0045091","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CXCL8",1
"GO:0045780","GO:0045780","positive regulation of bone resorption","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"SPP1",1
"GO:0045822","GO:0045822","negative regulation of heart contraction","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0048520","GO:0048520","positive regulation of behavior","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"NR4A3",1
"GO:0048745","GO:0048745","smooth muscle tissue development","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"ENG",1
"GO:0051900","GO:0051900","regulation of mitochondrial depolarization","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"IFI6",1
"GO:0055093","GO:0055093","response to hyperoxia","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"SOD2",1
"GO:0060099","GO:0060099","regulation of phagocytosis, engulfment","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"C3",1
"GO:0060263","GO:0060263","regulation of respiratory burst","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"GRN",1
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"ZFP36L1",1
"GO:0061042","GO:0061042","vascular wound healing","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:0061158","GO:0061158","3'-UTR-mediated mRNA destabilization","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"ZFP36L1",1
"GO:0062099","GO:0062099","negative regulation of programmed necrotic cell death","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"BIRC3",1
"GO:0098543","GO:0098543","detection of other organism","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"HLA-B",1
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"STX11",1
"GO:0140374","GO:0140374","antiviral innate immune response","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"OAS1",1
"GO:1900221","GO:1900221","regulation of amyloid-beta clearance","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:1901386","GO:1901386","negative regulation of voltage-gated calcium channel activity","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CALM3",1
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CD44",1
"GO:1903792","GO:1903792","negative regulation of anion transport","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:1903975","GO:1903975","regulation of glial cell migration","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"CCL3",1
"GO:1905048","GO:1905048","regulation of metallopeptidase activity","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TIMP1",1
"GO:1905153","GO:1905153","regulation of membrane invagination","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"C3",1
"GO:2000010","GO:2000010","positive regulation of protein localization to cell surface","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"TNF",1
"GO:2000811","GO:2000811","negative regulation of anoikis","1/107","15/12100",0.124808079250124,0.282431604402999,0.217503078281734,"MCL1",1
"GO:0051347","GO:0051347","positive regulation of transferase activity","7/107","473/12100",0.125489474771612,0.283724889544924,0.218499048616071,"DBI/FCGR1A/CALM3/IL1B/CD4/ADAM17/TNF",7
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","3/107","140/12100",0.127101893663546,0.286868085174193,0.220919651389804,"FCGR3A/ZFP36L1/TNF",3
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","3/107","140/12100",0.127101893663546,0.286868085174193,0.220919651389804,"ISG15/OAS1/ADAM17",3
"GO:0009266","GO:0009266","response to temperature stimulus","3/107","141/12100",0.129075674555075,0.288461033795906,0.222146395222172,"SOD2/CD14/UCP2",3
"GO:0006970","GO:0006970","response to osmotic stress","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"ZFP36L1/TNF",2
"GO:0019218","GO:0019218","regulation of steroid metabolic process","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"NFKB1/TNF",2
"GO:0044106","GO:0044106","cellular amine metabolic process","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"SAT1/NR4A2",2
"GO:0051591","GO:0051591","response to cAMP","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"FOSB/ZFP36L1",2
"GO:0055072","GO:0055072","iron ion homeostasis","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"SOD2/FTH1",2
"GO:0070167","GO:0070167","regulation of biomineral tissue development","2/107","71/12100",0.130218249252615,0.288461033795906,0.222146395222172,"CCL3/ISG15",2
"GO:0009267","GO:0009267","cellular response to starvation","3/107","142/12100",0.131060443449601,0.288461033795906,0.222146395222172,"ATF3/KLF10/UCP2",3
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","4/107","221/12100",0.132179691045843,0.288461033795906,0.222146395222172,"S100A9/S100A8/IL1B/TNF",4
"GO:0002281","GO:0002281","macrophage activation involved in immune response","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"GRN",1
"GO:0002323","GO:0002323","natural killer cell activation involved in immune response","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"FCGR3A",1
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"CALM3",1
"GO:0010042","GO:0010042","response to manganese ion","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"SOD2",1
"GO:0010893","GO:0010893","positive regulation of steroid biosynthetic process","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"TNF",1
"GO:0015732","GO:0015732","prostaglandin transport","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"IL1B",1
"GO:0019430","GO:0019430","removal of superoxide radicals","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"SOD2",1
"GO:0032303","GO:0032303","regulation of icosanoid secretion","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"IL1B",1
"GO:0032634","GO:0032634","interleukin-5 production","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"LILRB4",1
"GO:0032674","GO:0032674","regulation of interleukin-5 production","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"LILRB4",1
"GO:0034349","GO:0034349","glial cell apoptotic process","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"CCL2",1
"GO:0034368","GO:0034368","protein-lipid complex remodeling","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"PLTP",1
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"PLTP",1
"GO:0035584","GO:0035584","calcium-mediated signaling using intracellular calcium source","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"CCL20",1
"GO:0035728","GO:0035728","response to hepatocyte growth factor","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"LGMN",1
"GO:0036124","GO:0036124","histone H3-K9 trimethylation","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"LMNA",1
"GO:0039535","GO:0039535","regulation of RIG-I signaling pathway","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"BIRC3",1
"GO:0039692","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"CXCL8",1
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"TNF",1
"GO:0048875","GO:0048875","chemical homeostasis within a tissue","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"OAS1",1
"GO:0051354","GO:0051354","negative regulation of oxidoreductase activity","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"NFKB1",1
"GO:0051882","GO:0051882","mitochondrial depolarization","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"IFI6",1
"GO:0051953","GO:0051953","negative regulation of amine transport","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"TNF",1
"GO:0055070","GO:0055070","copper ion homeostasis","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"ATOX1",1
"GO:0060259","GO:0060259","regulation of feeding behavior","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"NR4A3",1
"GO:0060973","GO:0060973","cell migration involved in heart development","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"ENG",1
"GO:0061615","GO:0061615","glycolytic process through fructose-6-phosphate","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"PKM",1
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"PKM",1
"GO:0097067","GO:0097067","cellular response to thyroid hormone stimulus","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"CTSL",1
"GO:1900273","GO:1900273","positive regulation of long-term synaptic potentiation","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"LGMN",1
"GO:1903523","GO:1903523","negative regulation of blood circulation","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"TNF",1
"GO:2000831","GO:2000831","regulation of steroid hormone secretion","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"SPP1",1
"GO:2001267","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","1/107","16/12100",0.132556985788828,0.288461033795906,0.222146395222172,"PLAUR",1
"GO:0033674","GO:0033674","positive regulation of kinase activity","6/107","391/12100",0.132611637147847,0.288461033795906,0.222146395222172,"FCGR1A/CALM3/IL1B/CD4/ADAM17/TNF",6
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","2/107","72/12100",0.133201219658686,0.289256138905573,0.222758712704402,"ATF3/TNF",2
"GO:0110149","GO:0110149","regulation of biomineralization","2/107","72/12100",0.133201219658686,0.289256138905573,0.222758712704402,"CCL3/ISG15",2
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","7/107","481/12100",0.133611013614215,0.289902216094036,0.223256262465504,"LGMN/IFI6/NR4A3/PLAUR/IL1B/CD4/ADAM17",7
"GO:0009791","GO:0009791","post-embryonic development","2/107","73/12100",0.136199796738121,0.291541310832426,0.224518543830752,"SOD2/NR4A2",2
"GO:0034766","GO:0034766","negative regulation of ion transmembrane transport","2/107","73/12100",0.136199796738121,0.291541310832426,0.224518543830752,"CALM3/TNF",2
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","2/107","73/12100",0.136199796738121,0.291541310832426,0.224518543830752,"NEAT1/TNF",2
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","2/107","73/12100",0.136199796738121,0.291541310832426,0.224518543830752,"PLEK/NFKB1",2
"GO:0097306","GO:0097306","cellular response to alcohol","2/107","73/12100",0.136199796738121,0.291541310832426,0.224518543830752,"SGK1/SOD2",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","3/107","146/12100",0.139106547106691,0.291541310832426,0.224518543830752,"CTSZ/ENG/TNF",3
"GO:0007613","GO:0007613","memory","2/107","74/12100",0.139213478481624,0.291541310832426,0.224518543830752,"LGMN/SGK1",2
"GO:0016525","GO:0016525","negative regulation of angiogenesis","2/107","74/12100",0.139213478481624,0.291541310832426,0.224518543830752,"STAB1/TNF",2
