"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902110","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","1/96","35/12100",0.243601847976701,0.438562098176324,0.387432969296221,"SLC25A6",1
"GO:1903793","GO:1903793","positive regulation of anion transport","1/96","35/12100",0.243601847976701,0.438562098176324,0.387432969296221,"MIF",1
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","1/96","35/12100",0.243601847976701,0.438562098176324,0.387432969296221,"HNRNPA1",1
"GO:0048598","GO:0048598","embryonic morphogenesis","5/96","423/12100",0.245021376769758,0.440761394237683,0.389375863602311,"RPS6/HES1/HIF1A/DNAJB6/EIF4A3",5
"GO:1903532","GO:1903532","positive regulation of secretion by cell","3/96","216/12100",0.245383935126784,0.440948941837465,0.389541546236014,"HLA-DRB1/MIF/HIF1A",3
"GO:0002697","GO:0002697","regulation of immune effector process","4/96","318/12100",0.245521638023555,0.440948941837465,0.389541546236014,"HLA-DRB1/HSPD1/MIF/XBP1",4
"GO:0030183","GO:0030183","B cell differentiation","2/96","120/12100",0.246435712314535,0.441522390446074,0.390048140166716,"XBP1/IRF8",2
"GO:0050684","GO:0050684","regulation of mRNA processing","2/96","120/12100",0.246435712314535,0.441522390446074,0.390048140166716,"HNRNPA1/TRA2B",2
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","2/96","120/12100",0.246435712314535,0.441522390446074,0.390048140166716,"HSP90AA1/BAG3",2
"GO:0002791","GO:0002791","regulation of peptide secretion","2/96","121/12100",0.249376955469002,0.444368267974967,0.392562235173688,"HLA-DRB1/HIF1A",2
"GO:0016052","GO:0016052","carbohydrate catabolic process","2/96","121/12100",0.249376955469002,0.444368267974967,0.392562235173688,"DDIT4/HIF1A",2
"GO:0045089","GO:0045089","positive regulation of innate immune response","2/96","121/12100",0.249376955469002,0.444368267974967,0.392562235173688,"HSP90AA1/HMGB2",2
"GO:0046328","GO:0046328","regulation of JNK cascade","2/96","121/12100",0.249376955469002,0.444368267974967,0.392562235173688,"GADD45G/GADD45B",2
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","1/96","36/12100",0.249620432526576,0.444368267974967,0.392562235173688,"HLA-DRB1",1
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","1/96","36/12100",0.249620432526576,0.444368267974967,0.392562235173688,"RGS2",1
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","1/96","36/12100",0.249620432526576,0.444368267974967,0.392562235173688,"UPP1",1
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","1/96","36/12100",0.249620432526576,0.444368267974967,0.392562235173688,"DDIT4",1
"GO:0003002","GO:0003002","regionalization","3/96","219/12100",0.251763385319853,0.447384860773069,0.395227142856742,"HES1/DDIT3/TRA2B",3
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","2/96","122/12100",0.25231943652042,0.447384860773069,0.395227142856742,"HLA-DRB1/HSPD1",2
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","2/96","122/12100",0.25231943652042,0.447384860773069,0.395227142856742,"HES1/CSF2RA",2
"GO:0030073","GO:0030073","insulin secretion","2/96","122/12100",0.25231943652042,0.447384860773069,0.395227142856742,"HLA-DRB1/HIF1A",2
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","2/96","122/12100",0.25231943652042,0.447384860773069,0.395227142856742,"HLA-DRB1/XBP1",2
"GO:0090087","GO:0090087","regulation of peptide transport","2/96","123/12100",0.255262952986168,0.447838350743102,0.395627763353512,"HLA-DRB1/HIF1A",2
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"EIF4A3",1
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"HLA-DRB1",1
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"SDS",1
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"KLF2",1
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"DNAJB1",1
"GO:0032964","GO:0032964","collagen biosynthetic process","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"SERPINH1",1
"GO:0034661","GO:0034661","ncRNA catabolic process","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"DEDD2",1
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"HSPB1",1
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"DDIT4",1
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"HIF1A",1
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"EEF1A1",1
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"HES1",1
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"SLC25A6",1
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","1/96","37/12100",0.255591622718672,0.447838350743102,0.395627763353512,"HSPA1B",1
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","3/96","221/12100",0.25603051917918,0.448254690418266,0.395995564668891,"HSPA1B/RPS3/DDIT3",3
"GO:0050852","GO:0050852","T cell receptor signaling pathway","2/96","124/12100",0.258207305452704,0.451002093524056,0.398422665751169,"HLA-DRB1/RPS3",2
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","2/96","124/12100",0.258207305452704,0.451002093524056,0.398422665751169,"HSP90AA1/DDIT3",2
"GO:0098739","GO:0098739","import across plasma membrane","2/96","124/12100",0.258207305452704,0.451002093524056,0.398422665751169,"RGS2/SLC2A3",2
"GO:0030198","GO:0030198","extracellular matrix organization","3/96","223/12100",0.260308174264078,0.452170543157003,0.399454893371039,"SERPINH1/DNAJB6/LUM",3
"GO:0043010","GO:0043010","camera-type eye development","3/96","223/12100",0.260308174264078,0.452170543157003,0.399454893371039,"HES1/HIF1A/JUN",3
"GO:0048659","GO:0048659","smooth muscle cell proliferation","2/96","125/12100",0.26115229754048,0.452170543157003,0.399454893371039,"JUN/DDIT3",2
"GO:0001755","GO:0001755","neural crest cell migration","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HIF1A",1
"GO:0007020","GO:0007020","microtubule nucleation","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HSPA1B",1
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"UPP1",1
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HSPD1",1
"GO:0048286","GO:0048286","lung alveolus development","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"PTGES3",1
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HSPA5",1
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HES1",1
"GO:1905521","GO:1905521","regulation of macrophage migration","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"MIF",1
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"HIF1A",1
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","1/96","38/12100",0.261515787869879,0.452170543157003,0.399454893371039,"YWHAH",1
"GO:0043062","GO:0043062","extracellular structure organization","3/96","224/12100",0.262450732019524,0.453083550548434,0.400261459114231,"SERPINH1/DNAJB6/LUM",3
"GO:0045229","GO:0045229","external encapsulating structure organization","3/96","224/12100",0.262450732019524,0.453083550548434,0.400261459114231,"SERPINH1/DNAJB6/LUM",3
"GO:0055001","GO:0055001","muscle cell development","2/96","126/12100",0.264097735869228,0.455573708583091,0.402461305670502,"HES1/RGS2",2
"GO:0010212","GO:0010212","response to ionizing radiation","2/96","127/12100",0.267043430023587,0.45631024271206,0.403111972031688,"RHOB/HSPA5",2
"GO:0001774","GO:0001774","microglial cell activation","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"JUN",1
"GO:0006334","GO:0006334","nucleosome assembly","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"HMGB2",1
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"UPP1",1
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"UPP1",1
"GO:0030521","GO:0030521","androgen receptor signaling pathway","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"FKBP4",1
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"JUN",1
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"RPS3",1
"GO:0050879","GO:0050879","multicellular organismal movement","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"HSP90AA1",1
"GO:0050881","GO:0050881","musculoskeletal movement","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"HSP90AA1",1
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"HSPA1B",1
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"BAG3",1
"GO:1902108","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"SLC25A6",1
"GO:2000772","GO:2000772","regulation of cellular senescence","1/96","39/12100",0.267393294449591,0.45631024271206,0.403111972031688,"MIF",1
"GO:0008016","GO:0008016","regulation of heart contraction","2/96","128/12100",0.269989192519078,0.458531254776101,0.405074050611648,"HSP90AA1/RGS2",2
"GO:0030010","GO:0030010","establishment of cell polarity","2/96","128/12100",0.269989192519078,0.458531254776101,0.405074050611648,"HSP90AA1/HES1",2
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","2/96","128/12100",0.269989192519078,0.458531254776101,0.405074050611648,"HES1/CSF2RA",2
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"MIF",1
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HERPUD1",1
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"PPP1R15A",1
"GO:0035329","GO:0035329","hippo signaling","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"ARRDC3",1
"GO:0035794","GO:0035794","positive regulation of mitochondrial membrane permeability","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"SLC25A6",1
"GO:0043029","GO:0043029","T cell homeostasis","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"RPS6",1
"GO:0044788","GO:0044788","modulation by host of viral process","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"EEF1A1",1
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"DNAJB6",1
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HES1",1
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"RPS3",1
"GO:0050873","GO:0050873","brown fat cell differentiation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"RGS2",1
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HLA-DRB1",1
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"RGS2",1
"GO:0060113","GO:0060113","inner ear receptor cell differentiation","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HES1",1
"GO:0060350","GO:0060350","endochondral bone morphogenesis","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"SERPINH1",1
"GO:0070849","GO:0070849","response to epidermal growth factor","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"EEF1A1",1
"GO:0090497","GO:0090497","mesenchymal cell migration","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HIF1A",1
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"HMGB2",1
"GO:1903214","GO:1903214","regulation of protein targeting to mitochondrion","1/96","40/12100",0.27322450610143,0.458531254776101,0.405074050611648,"BAG3",1
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","2/96","131/12100",0.278825058465924,0.463697603150384,0.409638087721536,"HSPA1B/HIF1A",2
"GO:0051216","GO:0051216","cartilage development","2/96","131/12100",0.278825058465924,0.463697603150384,0.409638087721536,"SERPINH1/HIF1A",2
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"JUN",1
"GO:0006284","GO:0006284","base-excision repair","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"RPS3",1
"GO:0009620","GO:0009620","response to fungus","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"GNLY",1
"GO:0014009","GO:0014009","glial cell proliferation","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HES1",1
"GO:0031103","GO:0031103","axon regeneration","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"JUN",1
"GO:0042446","GO:0042446","hormone biosynthetic process","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HIF1A",1
"GO:0045103","GO:0045103","intermediate filament-based process","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"DNAJB6",1
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HES1",1
"GO:0048538","GO:0048538","thymus development","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HES1",1
"GO:0048645","GO:0048645","animal organ formation","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HES1",1
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","1/96","41/12100",0.279009783664802,0.463697603150384,0.409638087721536,"HSPA1B",1
"GO:0030336","GO:0030336","negative regulation of cell migration","3/96","234/12100",0.283992997579513,0.468343503347217,0.413742352353153,"RHOB/MIF/DNAJA4",3
"GO:0021915","GO:0021915","neural tube development","2/96","133/12100",0.284712669103505,0.468343503347217,0.413742352353153,"HES1/HIF1A",2
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"MIF",1
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HIF1A",1
"GO:0008089","GO:0008089","anterograde axonal transport","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HSPB1",1
"GO:0009988","GO:0009988","cell-cell recognition","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"PAEP",1
"GO:0032768","GO:0032768","regulation of monooxygenase activity","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HIF1A",1
"GO:0035418","GO:0035418","protein localization to synapse","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HSPB1",1
"GO:0043457","GO:0043457","regulation of cellular respiration","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HIF1A",1
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HLA-DRB1",1
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"DDIT4",1
"GO:1902743","GO:1902743","regulation of lamellipodium organization","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"HSP90AA1",1
"GO:1905710","GO:1905710","positive regulation of membrane permeability","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"SLC25A6",1
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","1/96","42/12100",0.284749485196287,0.468343503347217,0.413742352353153,"DDIT3",1
"GO:0009117","GO:0009117","nucleotide metabolic process","5/96","450/12100",0.285928114656881,0.469934989919464,0.41514829776167,"HSPA1B/DDIT4/HIF1A/UPP1/LDHB",5
"GO:0001818","GO:0001818","negative regulation of cytokine production","3/96","235/12100",0.286157076879752,0.469964461807676,0.415174333712356,"HLA-DRB1/KLF2/DDIT3",3
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","2/96","134/12100",0.287655064400272,0.470318276742751,0.415486899644177,"RGS2/ARRDC3",2
"GO:0010508","GO:0010508","positive regulation of autophagy","2/96","134/12100",0.287655064400272,0.470318276742751,0.415486899644177,"BAG3/HIF1A",2
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"XBP1",1
"GO:0003407","GO:0003407","neural retina development","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"HES1",1
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RGS2",1
"GO:0007405","GO:0007405","neuroblast proliferation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"HIF1A",1
"GO:0007566","GO:0007566","embryo implantation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"FKBP4",1
"GO:0009261","GO:0009261","ribonucleotide catabolic process","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"UPP1",1
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RGS2",1
"GO:0018208","GO:0018208","peptidyl-proline modification","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"FKBP4",1
"GO:0030225","GO:0030225","macrophage differentiation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"HLA-DRB1",1
"GO:0031279","GO:0031279","regulation of cyclase activity","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RGS2",1
"GO:0042490","GO:0042490","mechanoreceptor differentiation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"HES1",1
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"DDIT3",1
"GO:0050798","GO:0050798","activated T cell proliferation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RPS3",1
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"EIF4A3",1
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RPS3",1
"GO:1901799","GO:1901799","negative regulation of proteasomal protein catabolic process","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"RPL11",1
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/96","43/12100",0.290443965990877,0.470318276742751,0.415486899644177,"HLA-DRB1",1
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","2/96","135/12100",0.290596294925023,0.470318276742751,0.415486899644177,"HLA-DRB1/HSPD1",2
"GO:0030855","GO:0030855","epithelial cell differentiation","5/96","454/12100",0.292106551899525,0.471943489490939,0.416922639311117,"ID3/HES1/HIF1A/JUN/KLF2",5
"GO:0009952","GO:0009952","anterior/posterior pattern specification","2/96","136/12100",0.293536195456117,0.471943489490939,0.416922639311117,"HES1/DDIT3",2
"GO:0010821","GO:0010821","regulation of mitochondrion organization","2/96","136/12100",0.293536195456117,0.471943489490939,0.416922639311117,"HIF1A/SLC25A6",2
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","5/96","456/12100",0.295205223889978,0.471943489490939,0.416922639311117,"HSPA1B/DDIT4/HIF1A/UPP1/LDHB",5
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HLA-DRB1",1
"GO:0001947","GO:0001947","heart looping","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HIF1A",1
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"DNAJA4",1
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"RGS2",1
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"PPP1R15A",1
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HLA-DRB1",1
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"DDIT3",1
"GO:0060675","GO:0060675","ureteric bud morphogenesis","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HES1",1
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HES1",1
"GO:0061900","GO:0061900","glial cell activation","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"JUN",1
"GO:0071320","GO:0071320","cellular response to cAMP","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HSPA5",1
"GO:0072171","GO:0072171","mesonephric tubule morphogenesis","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HES1",1
"GO:0090224","GO:0090224","regulation of spindle organization","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"HSPA1B",1
"GO:0097028","GO:0097028","dendritic cell differentiation","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"IRF8",1
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","1/96","44/12100",0.296093578603042,0.471943489490939,0.416922639311117,"YWHAH",1
"GO:0007565","GO:0007565","female pregnancy","2/96","137/12100",0.296474603411685,0.471943489490939,0.416922639311117,"FKBP4/RGS2",2
"GO:0050792","GO:0050792","regulation of viral process","2/96","137/12100",0.296474603411685,0.471943489490939,0.416922639311117,"HLA-DRB1/ZC3HAV1",2
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/96","137/12100",0.296474603411685,0.471943489490939,0.416922639311117,"HSPA1B/RPS3",2
"GO:0071248","GO:0071248","cellular response to metal ion","2/96","137/12100",0.296474603411685,0.471943489490939,0.416922639311117,"HSPA5/JUN",2
"GO:0019724","GO:0019724","B cell mediated immunity","2/96","138/12100",0.299411358818906,0.474841480704913,0.419482772404454,"HLA-DRB1/HSPD1",2
"GO:0050864","GO:0050864","regulation of B cell activation","2/96","138/12100",0.299411358818906,0.474841480704913,0.419482772404454,"MIF/XBP1",2
"GO:0005975","GO:0005975","carbohydrate metabolic process","5/96","460/12100",0.301420284842737,0.474841480704913,0.419482772404454,"DDIT4/SDS/PTGES3/HIF1A/SLC2A3",5
"GO:0002534","GO:0002534","cytokine production involved in inflammatory response","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"HIF1A",1
"GO:0006968","GO:0006968","cellular defense response","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"GNLY",1
"GO:0009116","GO:0009116","nucleoside metabolic process","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"UPP1",1
"GO:0030219","GO:0030219","megakaryocyte differentiation","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"HMGB2",1
"GO:0042088","GO:0042088","T-helper 1 type immune response","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"HLA-DRB1",1
"GO:0050795","GO:0050795","regulation of behavior","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"ARRDC3",1
"GO:0060420","GO:0060420","regulation of heart growth","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"RGS2",1
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"HIF1A",1
"GO:1900015","GO:1900015","regulation of cytokine production involved in inflammatory response","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"HIF1A",1
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"BAG3",1
"GO:1904888","GO:1904888","cranial skeletal system development","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"EIF4A3",1
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","1/96","45/12100",0.301698672867649,0.474841480704913,0.419482772404454,"DEDD2",1
"GO:0048232","GO:0048232","male gamete generation","4/96","350/12100",0.301941057607693,0.474841480704913,0.419482772404454,"PAEP/UBB/HMGB2/RGS2",4
"GO:0032640","GO:0032640","tumor necrosis factor production","2/96","139/12100",0.302346304283595,0.474841480704913,0.419482772404454,"HSPB1/MIF",2
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","2/96","139/12100",0.302346304283595,0.474841480704913,0.419482772404454,"HSPB1/MIF",2
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","2/96","139/12100",0.302346304283595,0.474841480704913,0.419482772404454,"HSP90AA1/BAG3",2
"GO:0007276","GO:0007276","gamete generation","5/96","461/12100",0.302977568313463,0.475497564928881,0.420062367996634,"PAEP/RPS6/UBB/HMGB2/RGS2",5
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","3/96","243/12100",0.303515957111543,0.476007067948878,0.420512471342828,"HES1/HSPA5/HIF1A",3
"GO:0009259","GO:0009259","ribonucleotide metabolic process","4/96","351/12100",0.303734051710131,0.476013886811022,0.420518495237775,"HSPA1B/DDIT4/HIF1A/UPP1",4
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","2/96","140/12100",0.305279284960103,0.478099133337658,0.422360636309448,"HSPA1B/HIF1A",2
"GO:2000146","GO:2000146","negative regulation of cell motility","3/96","244/12100",0.305690436097119,0.478406606597529,0.422632263243344,"RHOB/MIF/DNAJA4",3
"GO:0010803","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"HSPA1B",1
